,Game Date,Game Time,Matchup,Team,Player Name,Current Status,Reason
24,,,,,"Sabonis, Domantas",Out,Injury/Illness - Left Foot; Left Foot Plantar Fasciitis
25,,,,,"Warren, T.J.",Questionable,Injury/Illness - Right Foot; Sore Right Foot
26,,,,Miami Heat,"Butler, Jimmy",Questionable,Injury/Illness - Right Foot; Soreness
0,,,,,"Dragic, Goran",Questionable,Injury/Illness - Left Ankle; Sprain
1,,,,,"Nunn, Kendrick",Out,Not With Team - Self Isolating
2,,,,,"Okpala, KZ",Out,Personal Reasons
3,,09:00 (ET),DEN@LAL,Denver Nuggets,"Barton, Will",Out,Injury/Illness - Right Knee; Soreness
4,,,,,"Cancar, Vlatko",Out,Injury/Illness - Left Foot; Fracture
5,,,,,"Grant, Jerami",Questionable,Injury/Illness - Right Knee; Soreness
6,,,,,"Harris, Gary",Out,Injury/Illness - Right Hip; Muscle strain
7,,,,Los Angeles Lakers,"Caldwell-Pope, Kentavious",Out,Injury/Illness - Right foot; Right foot contusion
8,,,,,"Caruso, Alex",Probable,Injury/Illness - Left Neck; Left neck muscle spasms
9,,,,,"Davis, Anthony",Probable,Injury/Illness - Right Ankle; Sprained right ankle
10,,,,,"Green, Danny",Probable,Injury/Illness - Right Hip; Sore right hip
11,,,,,"Howard, Dwight",Probable,Injury/Illness - Right Knee; Sore right knee
12,,,,,"James, LeBron",Probable,Injury/Illness - Right Groin; Sore right groin
13,,,,,"Morris, Markieff",Probable,Injury/Illness - Left Hip; Left hip contusion
14,,,,,"Rondo, Rajon",Out,"Injury/Illness - Right Thumb; Surgery, right thumb"
15,08/11/2020,01:00 (ET),BKN@ORL,Brooklyn Nets,"Allen, Jarrett",Out,Injury/Illness - Left Ankle; Sprain - Injury Management
16,,,,,"Crawford, Jamal",Out,Injury/Illness - Left Hamstring; Strain
17,,,,,"Harris, Joe",Out,Injury/Illness - Left Groin; Contusion - Injury Management
18,,,,,"LeVert, Caris",Out,Injury/Illness - Left Thigh; Contusion - Injury Management
19,,,,,"Temple, Garrett",Out,Rest
20,,,,Orlando Magic,"Carter-Williams, Michael",Doubtful,Injury/Illness - Left Foot; Strained Tendon
21,,,,,"Fournier, Evan",Doubtful,Injury/Illness - N/A; Non-Covid Illness
22,,,,,"Gordon, Aaron",Doubtful,Injury/Illness - Left Hamstring; Strain
23,,,,,"Isaac, Jonathan",Out,Injury/Illness - Left Knee; Torn ACL
24,,,,,"Ross, Terrence",Out,Injury/Illness - N/A; Non-Covid Medical Tests/Off-Campus
25,,02:00 (ET),HOU@SAS,Houston Rockets,"Gordon, Eric",Out,Injury/Illness - Left Ankle; Sprain
26,,,,,"Harden, James",Out,Rest
0,,,,,"House Jr., Danuel",Questionable,Injury/Illness - Left Toe; Sprain
1,,,,,"Westbrook, Russell",Questionable,Injury/Illness - Right Quad; Contusion
2,,,,San Antonio Spurs,"Forbes, Bryn",Out,Injury/Illness - Right Quad; Tightness
3,,,,,"Lyles, Trey",Out,"Injury/Illness - "" ""; Appendectomy"
4,,,,,"White, Derrick",Questionable,Injury/Illness - Left Knee; Contusion
5,,,,,"Zeller, Tyler",Out,Injury/Illness - Right Knee; Bone Contusion
6,,04:30 (ET),PHX@PHI,Philadelphia 76ers,"Embiid, Joel",Out,Injury/Illness - Left Ankle; Injury
7,,,,,"Harris, Tobias",Questionable,Injury/Illness - Right Ankle; Soreness
8,,,,,"Horford, Al",Questionable,Injury/Illness - Left Knee; Soreness
9,,,,,"Richardson, Josh",Out,Rest
10,,,,,"Simmons, Ben",Out,Injury/Illness - Left Knee; Surgery
11,,,,Phoenix Suns,,,NOT YET SUBMITTED
12,,05:00 (ET),BOS@MEM,Boston Celtics,"Theis, Daniel",Probable,Injury/Illness - Right Foot; Soreness
13,,,,Memphis Grizzlies,"Jackson Jr., Jaren",Out,Injury/Illness - Left Knee; Meniscus Tear
14,,,,,"Jones, Tyus",Out,Injury/Illness - Right Knee; Soreness
15,,,,,"Winslow, Justise",Out,Injury/Illness - Left Hip; Displacement
16,,06:30 (ET),POR@DAL,Dallas Mavericks,,,NOT YET SUBMITTED
17,,,,Portland Trail Blazers,"Whiteside, Hassan",Probable,Injury/Illness - Left Hip; Strain
18,,09:00 (ET),MIL@WAS,Milwaukee Bucks,,,NOT YET SUBMITTED
19,,,,Washington Wizards,"Mathews, Garrison",Out,Not With Team
20,,,,,"Napier, Shabazz",Questionable,Injury/Illness - Right Ankle; sprain
21,,,NOP@SAC,New Orleans Pelicans,"Holiday, Jrue",Out,Injury/Illness - Right Elbow; Contusion
22,,,,,"Ingram, Brandon",Out,Injury/Illness - Right Knee; Soreness
23,,,,,"Williamson, Zion",Out,Injury/Illness - Right Knee; Soreness
24,,,,Sacramento Kings,"Bagley III, Marvin",Out,Injury/Illness - Right Foot; Sprain
25,,,,,"Bazemore, Kent",Questionable,Injury/Illness - Left Calf; Soreness
26,,,,,"Fox, De'Aaron",Out,Injury/Illness - Left Shoulder; Soreness
0,,,,,"Holmes, Richaun",Out,Injury/Illness - Right Hip; Soreness
