,Game Date,Game Time,Matchup,Team,Player Name,Current Status,Reason
15,,,,,"Nowell, Jaylen",Out,Injury/Illness - Left Soleus; Strain
16,,,OKC@HOU,Houston Rockets,"Clemons, Chris",Out,Injury/Illness - Right Achilles; Surgery
17,,,,,"Cousins, DeMarcus",Questionable,Injury/Illness - Right Ankle; Sprain
18,,,,,"Martin Jr., Kenyon",Out,Not With Team - Self Isolating
19,,,,,"McLemore, Ben",Out,Not With Team - Self Isolating
20,,,,Oklahoma City Thunder,"Ariza, Trevor",Out,Not With Team
21,,,,,"Jerome, Ty",Out,Injury/Illness - Left Ankle; Sprain
22,,,,,"Maledon, Theo",Out,Not With Team
23,,,SAS@MEM,Memphis Grizzlies,"Jackson Jr., Jaren",Out,Injury/Illness - Left Knee; Meniscus Surgery Recovery
24,,,,,"Porter, Jontay",Out,Injury/Illness - Right Knee; Soreness
25,,,,,"Tillie, Killian",Out,Injury/Illness - Right Hamstring; Strain
26,,,,,"Tillman, Xavier",Out,Injury/Illness - Left Patellar; Tendinitis
0,,,,,"Winslow, Justise",Out,Injury/Illness - Left Hip; Displacement
1,,,,San Antonio Spurs,"Weatherspoon, Quinndary",Out,Injury/Illness - Left Knee; Surgery
2,,,,,"White, Derrick",Out,Injury/Illness - Left Toe; Surgery
3,,09:00 (ET),SAC@DEN,Denver Nuggets,"Green, JaMychal",Out,Injury/Illness - Left Calf; Strain
4,,,,,"Whittington, Greg",Out,Injury/Illness - Left Knee; Sprain
5,,,,Sacramento Kings,"Jeffries, DaQuan",Out,Injury/Illness - Back; Soreness
6,,,,,"Parker, Jabari",Out,Injury/Illness - Back; Tightness
7,,10:00 (ET),UTA@POR,Portland Trail Blazers,"Collins, Zach",Out,Injury/Illness - Left Ankle; Stress Fracture
8,,,,,"Little, Nassir",Out,Health and Safety Protocols
9,,,,,"Simons, Anfernee",Questionable,Injury/Illness - Left Hamstring; Strain
10,,,,Utah Jazz,"Favors, Derrick",Probable,Injury/Illness - Right Knee; Soreness
11,,10:30 (ET),DAL@PHX,Dallas Mavericks,"Kleber, Maxi",Probable,Injury/Illness - Right Knee; Effusion
12,,,,,"Porzingis, Kristaps",Out,Injury/Illness - Right Knee; Surgery
13,,,,Phoenix Suns,"Kaminsky, Frank",Out,Health and Safety Protocols
14,,,,,"Nader, Abdel",Out,Injury/Illness - N/a; Concussion Protocol
15,,,,,"Paul, Chris",Probable,Injury/Illness - Right Ankle; Soreness
16,,,,,"Saric, Dario",Out,Injury/Illness - Right Quad; Soreness
