,Game Date,Game Time,Matchup,Team,Player Name,Current Status,Reason
4,,,,,"Okoro, Isaac",Out,Injury/Illness - Left Foot; Sprain - Health and Safety Protocols
5,,,,,"Porter Jr., Kevin",Out,Personal Reasons
6,,,,,"Windler, Dylan",Out,Injury/Illness - Left Hand; Fracture
7,,,,New York Knicks,"Burks, Alec",Questionable,Injury/Illness - Left Ankle; sprained
8,,,,,"Knox II, Kevin",Probable,Injury/Illness - Left Knee; sore
9,,,,,"Quickley, Immanuel",Out,Injury/Illness - Left Hip; sore
10,,,,,"Rivers, Austin",Out,Injury/Illness - Groin; sore
11,,,,,"Smith Jr., Dennis",Out,Injury/Illness - Left Quadricep; contused
12,,,,,"Spellman, Omari",Out,Injury/Illness - Right Knee; sore
13,,,,,"Toppin, Obi",Out,Injury/Illness - Right Calf; strained
14,,,TOR@PHI,Philadelphia 76ers,"Embiid, Joel",Probable,Injury/Illness - Back; Tightness
15,,,,,"Korkmaz, Furkan",Out,Injury/Illness - Left adductor; Strain
16,,,,Toronto Raptors,"McCaw, Patrick",Out,Injury/Illness - Left Knee; Surgery - rehabilitation
17,,07:30 (ET),MIL@MIA,Miami Heat,"Butler, Jimmy",Doubtful,Injury/Illness - Right Ankle; Sprain
18,,,,,"Vincent, Gabe",Probable,Injury/Illness - Right Knee; Procedure
19,,,,Milwaukee Bucks,"Craig, Torrey",Out,Injury/Illness - Nasal; Fracture
20,,08:00 (ET),ORL@OKC,Oklahoma City Thunder,,,NOT YET SUBMITTED
21,,,,Orlando Magic,"Aminu, Al-Farouq",Out,Injury/Illness - Right Knee; Injury Recovery
22,,,,,"Ennis III, James",Out,Injury/Illness - Right Calf/hamstring; Strain
23,,,,,"Isaac, Jonathan",Out,Injury/Illness - Left Knee; Injury Recovery
24,,10:00 (ET),DEN@SAC,Denver Nuggets,,,NOT YET SUBMITTED
25,,,,Sacramento Kings,"Jeffries, DaQuan",Questionable,Injury/Illness - Back; Soreness
26,,,MIN@LAC,LA Clippers,,,NOT YET SUBMITTED
0,,,,Minnesota Timberwolves,,,NOT YET SUBMITTED
1,,,NOP@PHX,New Orleans Pelicans,"Gabriel, Wenyen",Out,Injury/Illness - Right Knee/quadriceps; Tendinosis
2,,,,Phoenix Suns,,,NOT YET SUBMITTED
