,Game Date,Game Time,Matchup,Team,Player Name,Current Status,Reason
6,,,,Toronto Raptors,"McCaw, Patrick",Out,Injury/Illness - Left Knee; Surgery - rehabilitation
7,,07:30 (ET),MIL@MIA,Miami Heat,"Butler, Jimmy",Doubtful,Injury/Illness - Right Ankle; Sprain
8,,,,,"Vincent, Gabe",Probable,Injury/Illness - Right Knee; Procedure
9,,,,Milwaukee Bucks,"Craig, Torrey",Out,Injury/Illness - Nasal; Fracture
10,,08:00 (ET),ORL@OKC,Oklahoma City Thunder,"Ariza, Trevor",Out,Not With Team
11,,,,,"Hill, George",Questionable,Injury/Illness - Neck; Spasms
12,,,,,"Horford, Al",Out,Rest
13,,,,,"Jerome, Ty",Out,Injury/Illness - Left Ankle; Sprain
14,,,,Orlando Magic,"Aminu, Al-Farouq",Out,Injury/Illness - Right Knee; Injury Recovery
15,,,,,"Ennis III, James",Out,Injury/Illness - Right Calf/hamstring; Strain
16,,,,,"Isaac, Jonathan",Out,Injury/Illness - Left Knee; Injury Recovery
17,,10:00 (ET),DEN@SAC,Denver Nuggets,,,NOT YET SUBMITTED
18,,,,Sacramento Kings,"Jeffries, DaQuan",Questionable,Injury/Illness - Back; Soreness
19,,,MIN@LAC,LA Clippers,"Leonard, Kawhi",Questionable,Injury/Illness - Mouth; Laceration
20,,,,,"Morris Sr., Marcus",Out,Injury/Illness - Right Knee; Soreness
21,,,,Minnesota Timberwolves,"Nowell, Jaylen",Out,Injury/Illness - Left Soleus; Strain
22,,,,,"Okogie, Josh",Doubtful,Injury/Illness - Left Hamstring; Strain
23,,,,,"Towns, Karl-Anthony",Out,Injury/Illness - Left Perilunate; Subluxation
24,,,NOP@PHX,New Orleans Pelicans,"Gabriel, Wenyen",Out,Injury/Illness - Right Knee/quadriceps; Tendinosis
25,,,,Phoenix Suns,"Nader, Abdel",Out,Injury/Illness - N/a; Concussion protocol
26,,,,,"Saric, Dario",Probable,Injury/Illness - Right Quad; Soreness
0,,,,,"Smith, Jalen",Out,Injury/Illness - Left Ankle; Sprain
1,12/30/2020,07:30 (ET),ATL@BKN,Atlanta Hawks,,,NOT YET SUBMITTED
2,,,,Brooklyn Nets,,,NOT YET SUBMITTED
3,,,MEM@BOS,Boston Celtics,,,NOT YET SUBMITTED
4,,,,Memphis Grizzlies,,,NOT YET SUBMITTED
5,,,MIL@MIA,Miami Heat,,,NOT YET SUBMITTED
6,,,,Milwaukee Bucks,,,NOT YET SUBMITTED
7,,08:30 (ET),CHA@DAL,Charlotte Hornets,,,NOT YET SUBMITTED
8,,,,Dallas Mavericks,,,NOT YET SUBMITTED
9,,,LAL@SAS,Los Angeles Lakers,,,NOT YET SUBMITTED
10,,,,San Antonio Spurs,,,NOT YET SUBMITTED
11,,10:00 (ET),POR@LAC,LA Clippers,,,NOT YET SUBMITTED
12,,,,Portland Trail Blazers,,,NOT YET SUBMITTED
